,text,prediction
8579,Ability to work alongside and influence stakeholders in order to deliver optimal digital experiences,Ability | knowledge_skills | work alongside and influence stakeholders in order to deliver optimal digital experiences
8580,Experience at building sophisticated financial models and valuation techniques,Experience | Experience_skills | building sophisticated financial models and valuation techniques
8581,Previous experience in the impact investment sector is preferable,Previous experience | Experience_skills | the impact investment sector
8582,Emerging market experience is preferable,
8583,Familiarity with medical device/pharmaceutical/vaccine clinical and regulatory pathways,Familiarity | knowledge_skills | medical device / pharmaceutical / vaccine clinical && Familiarity | knowledge_skills | regulatory pathways
8584,Ability to bring new ideas to the investment process,Ability | knowledge_skills | bring new ideas to the investment process
8585, Proven experience providing PA support to senior level individuals,Proven experience | Experience_skills | providing PA support to senior level individuals
8586,"Highly professional approach, maintaining discretion and confidentiality",Highly professional approach | knowledge_skills | maintaining discretion and confidentiality
8587,Expert knowledge of admin software including Microsoft Office and other appropriate in-house systems,Expert knowledge | knowledge_skills | admin software && Expert knowledge | knowledge_skills | Microsoft Office && Expert knowledge | knowledge_skills | other appropriate in - house systems
8588,"Experience working in the financial industry (RFP, sales, marketing, communications, investment management)","Experience | Experience_skills | working in the financial industry ( RFP , sales , marketing , communications , investment management )"
8589,Knowledge and Skills,Knowledge | knowledge_skills | Skills
8590,ability to understand and describe investment processes and financial solutions in detail,ability | knowledge_skills | understand and describe investment processes and financial solutions in detail
8591,"ability to challenge experts (Sales, Investment Specialists, etc","ability | knowledge_skills | challenge experts ( Sales , Investment Specialists , etc"
